2.82874	-0.296703
2.82839	-0.296669
2.82807	-0.296667
2.82779	-0.296697
2.82754	-0.296763
2.82732	-0.296867
2.82714	-0.296999
2.827	-0.297168
2.82689	-0.297324
2.82682	-0.29752
2.82679	-0.297746
2.8268	-0.298013
2.82684	-0.298321
2.82693	-0.29869
2.82705	-0.299054
2.82723	-0.29945
2.82744	-0.299908
2.82769	-0.300415
2.82799	-0.300959
2.82833	-0.301563
2.82872	-0.302229
2.82915	-0.302944
2.82962	-0.303733
2.83014	-0.304561
2.83071	-0.305404
2.83133	-0.306306
2.83201	-0.307232
2.83274	-0.308186
2.83353	-0.309215
2.83437	-0.31034
2.83528	-0.311516
2.83625	-0.312784
2.83726	-0.314207
2.83834	-0.315692
2.83947	-0.317315
2.84066	-0.319072
2.84189	-0.320949
2.84317	-0.323009
2.84449	-0.325273
2.84585	-0.327562
2.84726	-0.330015
2.84869	-0.332653
2.85016	-0.33547
2.85166	-0.338427
2.85321	-0.34131
2.85479	-0.344439
2.8564	-0.347782
2.85802	-0.351393
2.85965	-0.355242
2.86127	-0.359327
2.86288	-0.363641
2.86446	-0.368242
2.86599	-0.373172
2.86745	-0.378441
2.86883	-0.383976
2.8701	-0.389829
2.87127	-0.395799
2.87234	-0.401887
2.87331	-0.408098
2.87413	-0.414657
2.87482	-0.421349
2.87533	-0.428387
2.87568	-0.435565
2.87585	-0.442884
2.87584	-0.450341
2.87564	-0.457938
2.87524	-0.465672
2.87464	-0.473544
2.87384	-0.48155
2.87283	-0.489691
2.8716	-0.497964
2.87016	-0.506369
2.8685	-0.514905
2.86663	-0.523574
2.86454	-0.532374
2.86223	-0.541308
2.85972	-0.550382
2.85695	-0.559942
2.85392	-0.569664
2.85059	-0.579913
2.84696	-0.590342
2.84305	-0.60096
2.83876	-0.612222
2.83412	-0.623694
2.82913	-0.635387
2.82374	-0.64762
2.81796	-0.660102
2.81181	-0.672845
2.80531	-0.685877
2.79835	-0.699661
2.79086	-0.714257
2.78274	-0.729689
2.77397	-0.745778
2.76458	-0.762297
2.7546	-0.779201
2.74404	-0.796644
2.7327	-0.815367
2.72053	-0.835166
2.70755	-0.855838
2.69389	-0.877153
2.67942	-0.899876
2.66405	-0.924282
2.64772	-0.950561
2.63025	-0.979152
2.61148	-1.01041
2.59115	-1.04483
2.56859	-1.08356
2.54364	-1.12618
2.51494	-1.1749
2.48191	-1.22909
2.44302	-1.29037
2.40048	-1.35512
2.35168	-1.43117
2.29561	-1.52109
2.22462	-1.63522
2.12922	-1.77905
1.98988	-1.96136
1.76833	-2.18645
1.42343	-2.43235
0.874898	-2.66038
-0.00102705	-2.72917
-1.27046	-2.18673
-1.95842	-1.38208e-14
-6.98296e-15	-0
