3.01573	-0.217494
3.01626	-0.219095
3.0168	-0.220768
3.01733	-0.222517
3.01785	-0.224344
3.01837	-0.226244
3.01888	-0.228227
3.01938	-0.230285
3.01986	-0.232402
3.02033	-0.2346
3.02077	-0.23685
3.0212	-0.239176
3.0216	-0.241524
3.02199	-0.243931
3.02235	-0.246385
3.02268	-0.248884
3.02299	-0.251426
3.02327	-0.253985
3.02353	-0.256593
3.02375	-0.25925
3.02395	-0.261985
3.02411	-0.26474
3.02425	-0.267529
3.02434	-0.270422
3.02439	-0.273398
3.0244	-0.276413
3.02437	-0.279514
3.02428	-0.282695
3.02414	-0.285894
3.02396	-0.289122
3.02372	-0.292412
3.02342	-0.295772
3.02306	-0.299199
3.02264	-0.302682
3.02215	-0.306224
3.02159	-0.309838
3.02096	-0.313538
3.02024	-0.317316
3.01944	-0.321123
3.01855	-0.324942
3.01759	-0.328775
3.01653	-0.332658
3.01539	-0.336587
3.01415	-0.340573
3.01282	-0.344616
3.01138	-0.348707
3.00984	-0.352775
3.0082	-0.356837
3.00649	-0.360756
3.00469	-0.364667
3.00281	-0.36858
3.00085	-0.372472
2.99882	-0.376279
2.99674	-0.380046
2.9946	-0.383831
2.99241	-0.387579
2.99016	-0.391413
2.98786	-0.395336
2.98549	-0.399348
2.98308	-0.403288
2.98062	-0.407321
2.97814	-0.411219
2.97564	-0.415214
2.97311	-0.419312
2.97055	-0.423522
2.96797	-0.427852
2.96536	-0.432309
2.96272	-0.436904
2.96006	-0.441648
2.95737	-0.446552
2.95466	-0.451628
2.95191	-0.456891
2.94913	-0.462354
2.94632	-0.468034
2.94346	-0.473945
2.94056	-0.480105
2.93762	-0.486533
2.93464	-0.493153
2.9316	-0.500085
2.92857	-0.507109
2.9255	-0.514494
2.92241	-0.522248
2.91934	-0.530176
2.91626	-0.538577
2.91317	-0.547485
2.91012	-0.55671
2.90706	-0.56657
2.90399	-0.577162
2.90086	-0.58857
2.89763	-0.60085
2.89429	-0.614026
2.89081	-0.628075
2.88724	-0.642863
2.88359	-0.658565
2.87973	-0.675728
2.87555	-0.694509
2.87108	-0.714605
2.86624	-0.736295
2.86091	-0.759913
2.85491	-0.785781
2.84807	-0.814066
2.8404	-0.844517
2.83179	-0.877538
2.82208	-0.913651
2.811	-0.953511
2.79833	-0.997576
2.7836	-1.04691
2.76617	-1.10252
2.74517	-1.16568
2.7191	-1.2382
2.68613	-1.32158
2.64185	-1.41982
2.58371	-1.53117
2.50571	-1.65914
2.39752	-1.80696
2.25001	-1.97033
2.04833	-2.14791
1.77585	-2.33359
1.39209	-2.52438
0.833358	-2.68587
-0.00916179	-2.70593
-1.24446	-2.17678
-1.96292	-1.38365e-14
-6.98296e-15	-0
