3.02831	-0.200548
3.02869	-0.201864
3.02907	-0.203237
3.02946	-0.20467
3.02984	-0.206164
3.03023	-0.207705
3.03061	-0.209311
3.03098	-0.210976
3.03135	-0.212692
3.03172	-0.214449
3.03207	-0.216252
3.03242	-0.218096
3.03276	-0.219999
3.03309	-0.221957
3.0334	-0.223961
3.0337	-0.22602
3.03399	-0.22814
3.03425	-0.230299
3.0345	-0.232505
3.03473	-0.234761
3.03494	-0.23708
3.03512	-0.239431
3.03528	-0.241831
3.03541	-0.244278
3.03552	-0.246744
3.03561	-0.24927
3.03566	-0.251857
3.03568	-0.254501
3.03567	-0.257168
3.03563	-0.259876
3.03556	-0.262644
3.03545	-0.265425
3.03531	-0.268228
3.03514	-0.271081
3.03493	-0.27397
3.03468	-0.276925
3.0344	-0.279916
3.03408	-0.282977
3.03371	-0.286094
3.0333	-0.289269
3.03285	-0.292477
3.03235	-0.295742
3.03181	-0.299055
3.03121	-0.302447
3.03056	-0.305915
3.02986	-0.309463
3.02909	-0.313042
3.02828	-0.316647
3.02741	-0.320248
3.02649	-0.323911
3.02552	-0.32759
3.02451	-0.33128
3.02345	-0.335004
3.02235	-0.338763
3.02122	-0.342536
3.02005	-0.346335
3.01885	-0.350231
3.01762	-0.354229
3.01634	-0.358331
3.01503	-0.362466
3.01369	-0.366713
3.01233	-0.370997
3.01094	-0.375403
3.00952	-0.379941
3.00808	-0.384617
3.0066	-0.38944
3.00509	-0.39442
3.00355	-0.399565
3.00197	-0.404888
3.00035	-0.410398
2.99869	-0.416109
2.99699	-0.422033
2.99523	-0.428185
2.99343	-0.434579
2.99156	-0.441229
2.98963	-0.44815
2.98762	-0.455361
2.98555	-0.462767
2.98341	-0.470502
2.98121	-0.478483
2.97894	-0.486839
2.97658	-0.495594
2.97418	-0.504518
2.97173	-0.513881
2.96922	-0.523721
2.96667	-0.533949
2.96407	-0.544733
2.96142	-0.556185
2.95868	-0.568368
2.95584	-0.581338
2.9529	-0.595114
2.94986	-0.609716
2.94674	-0.625194
2.94351	-0.641755
2.94011	-0.659677
2.93647	-0.679161
2.93256	-0.700185
2.9283	-0.722973
2.92356	-0.74786
2.91819	-0.775126
2.91197	-0.805082
2.90476	-0.837743
2.89636	-0.873417
2.88653	-0.912533
2.87481	-0.9558
2.86072	-1.00372
2.84371	-1.05678
2.82317	-1.11556
2.79842	-1.18079
2.76835	-1.25394
2.73135	-1.33687
2.68375	-1.43318
2.62216	-1.54328
2.54158	-1.66898
2.43285	-1.81382
2.28562	-1.97651
2.08635	-2.15505
1.81442	-2.34729
1.42832	-2.54804
0.859942	-2.72207
-0.00559429	-2.74949
-1.26873	-2.20025
-1.97134	-1.38659e-14
-6.98296e-15	-0
