3.00723	-0.186949
3.00807	-0.188453
3.0089	-0.190036
3.00974	-0.191636
3.01057	-0.193319
3.01139	-0.195086
3.0122	-0.19694
3.01299	-0.198825
3.01378	-0.200725
3.01456	-0.202673
3.01532	-0.204681
3.01607	-0.206709
3.01681	-0.208786
3.01753	-0.210905
3.01823	-0.213085
3.01891	-0.215285
3.01957	-0.217549
3.02022	-0.219828
3.02084	-0.222159
3.02144	-0.224549
3.02202	-0.226991
3.02257	-0.229466
3.02309	-0.231985
3.02359	-0.234541
3.02405	-0.237162
3.02449	-0.239846
3.02489	-0.242599
3.02524	-0.24542
3.02557	-0.248278
3.02584	-0.251206
3.02608	-0.254188
3.02626	-0.257197
3.02641	-0.260244
3.0265	-0.263352
3.02654	-0.266501
3.02653	-0.269682
3.02647	-0.272938
3.02635	-0.276243
3.02617	-0.279572
3.02592	-0.282961
3.02562	-0.286416
3.02524	-0.2899
3.02481	-0.293399
3.0243	-0.296962
3.02372	-0.300538
3.02309	-0.304021
3.02241	-0.307526
3.02167	-0.311027
3.02087	-0.314539
3.02003	-0.318081
3.01913	-0.321643
3.01819	-0.32518
3.01721	-0.328756
3.0162	-0.3323
3.01517	-0.335794
3.01412	-0.339264
3.01306	-0.342829
3.01198	-0.346492
3.01088	-0.350258
3.00978	-0.354045
3.00866	-0.357944
3.00756	-0.361854
3.00645	-0.365889
3.00535	-0.37006
3.00426	-0.374376
3.00316	-0.378848
3.00208	-0.383489
3.00099	-0.388311
2.99991	-0.393329
2.99883	-0.398559
2.99775	-0.404015
2.99666	-0.409717
2.99556	-0.415683
2.99446	-0.421934
2.99333	-0.428488
2.99217	-0.435368
2.99098	-0.442598
2.98976	-0.450063
2.98851	-0.457935
2.98723	-0.466056
2.98592	-0.474635
2.98456	-0.483713
2.98316	-0.493135
2.98171	-0.503113
2.98016	-0.513739
2.97858	-0.524758
2.97691	-0.536491
2.9751	-0.549058
2.97312	-0.562533
2.97093	-0.576846
2.96854	-0.591907
2.96595	-0.60783
2.96315	-0.624637
2.9601	-0.642596
2.95667	-0.662074
2.95276	-0.683121
2.94836	-0.705557
2.94335	-0.729731
2.93765	-0.755701
2.93127	-0.783395
2.92401	-0.813475
2.91573	-0.846125
2.90623	-0.881702
2.89528	-0.920637
2.8826	-0.963321
2.86769	-1.01066
2.85037	-1.06258
2.82935	-1.12151
2.80433	-1.18669
2.77316	-1.26143
2.73448	-1.34557
2.68489	-1.4422
2.6214	-1.55153
2.53946	-1.67556
2.42981	-1.81878
2.28167	-1.98042
2.08166	-2.15799
1.80852	-2.34955
1.42102	-2.54888
0.851432	-2.72004
-0.0129296	-2.74238
-1.26819	-2.18908
-1.96168	-1.38321e-14
-6.98296e-15	-0
